"LIBELLE_EC","LIBELLE_DIPLOME","NUM_SEMESTRE"
"Contentieux constitutionnel CM+TD","Master Droit public",7
"Droit constitutionnel compare","Master Droit public",7
"Droit de l'urbanisme CM+TD","Master Droit public",7
"Droit de la responsabilite internationale CM","Master Droit public",7
"Droit de la responsabilite internationale CM + TD","Master Droit public",7
"Droit des libertes fondamentales","Master Droit public",7
"Droit fiscal international et europeen","Master Droit public",7
"Droit international et europeen de l'environnement","Master Droit public",7
"Droit parlementaire","Master Droit public",7
"European Governance","Master Droit public",7
"Histoire de l'administration","Master Droit public",7
"Institutions politiques comparees","Master Droit public",7
"Int. Economic Law","Master Droit public",7
"droit des collectivites territoriales","Master Droit public",7
"Contentieux administratif (+TD)","Master Droit public",8
"Droit administratif compare","Master Droit public",8
"Droit administratif de l'Union Europeenne","Master Droit public",8
"Droit de la fonction publique","Master Droit public",8
"Droit des contrats publics CM + TD","Master Droit public",8
"Droit des nouvelles technologies de l'information et de la c","Master Droit public",8
"Droit fiscal des affaires CM","Master Droit public",8
"Epistemologie juridique","Master Droit public",8
"Gestion publique","Master Droit public",8
"Memoire de recherche","Master Droit public",8
"Methodologie","Master Droit public",8
"Protection internationale des droits de l'Homme CM","Master Droit public",8
"Stage","Master Droit public",8
"Theorie generale de l'Etat","Master Droit public",8
"Administration en ligne","Master Droit public",9
"Approches transnationales de la securite","Master Droit public",9
"Contentieux fiscal","Master Droit public",9
"Contentieux international et europeen des droits de l'Homme","Master Droit public",9
"Cours d'informatique","Master Droit public",9
"Droit administratif approfondi","Master Droit public",9
"Droit budgetaire approfondi","Master Droit public",9
"Droit constitutionnel approfondi","Master Droit public",9
"Droit de l'asile et de l'immigration","Master Droit public",9
"Droit de la bioethique","Master Droit public",9
"Droit de la commande publique","Master Droit public",9
"Droit fiscal approfondi","Master Droit public",9
"Droit fiscal europeen et international M2","Master Droit public",9
"Droit penal des TIC","Master Droit public",9
"Libertes fondamentales et multimedias","Master Droit public",9
"Politique de l'emploi public & gestion des personnels","Master Droit public",9
"Propriete intellectuelle","Master Droit public",9
"Protection internationale des droits de l'Homme: fondements ","Master Droit public",9
"Seminaire general (annuel)","Master Droit public",9
"Sociologie des organisations internationales","Master Droit public",9
"Theorie des droits fond.","Master Droit public",9
"Theorie et pratique des contentieux publics","Master Droit public",9
"Criminalite transfrontaliere organisee","Master Droit pénal et sciences criminelles",0
"Droit penal de la sante","Master Droit pénal et sciences criminelles",0
